20008|ING 100|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Cuma |0830/1129 |---- |50|21|ARC, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, DEN, ECNE, EEE, EFN, EHB, EHBE, ELK, ELKE, END, ENDE, ENTE, FIZ, GEM, GEO, GEOE, GID, ICM, INS, INSE, ISL, ISLE, JEF, JEO, KIM, KMM, KOM, KOME, MAD, MAK, MAT, MET, METE, MIM, MIME, MMD, MTO, PEME, PETE, SBP, SBPE, TEKE, UCK, UZBE, YZVE
20416|ITB 228||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|INB|Salı |1130/1429 |A101 |45|23|BIO, BLG, BST, CAB, CEB, CEV, CHZ, DEN, EHB, ELE, ELH, ELK, END, EUT, FIZ, GEM, GEO, GID, ICM, INS, ISL, JDF, JEF, JEO, KIM, KMM, KMP, KOM, MAD, MAK, MAT, MET, MIM, MTO, MTR, MUT, MUZ, PEM, PET, SBP, SES, TEB, TEK, TEL, THO, UCK, UZB
20417|FIZ 102E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MED|Perşembe |1430/1729 |A32 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, FIZM, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAKM, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UCKM, UZB, UZBE, UZBM, YZVE
20418|ITB 228||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MED|Çarşamba |1130/1429 |B37 |45|13|BIO, BLG, BST, CAB, CEB, CEV, CHZ, DEN, EHB, ELE, ELH, ELK, END, EUT, FIZ, GEM, GEO, GID, ICM, INS, ISL, JDF, JEF, JEO, KIM, KMM, KMP, KOM, MAD, MAK, MAT, MET, MIM, MTO, MTR, MUT, MUZ, PEM, PET, SBP, SES, TEB, TEK, TEL, THO, UCK, UZB
20420|ITB 228||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MED|Perşembe |1130/1429 |B37 |45|13|BIO, BLG, BST, CAB, CEB, CEV, CHZ, DEN, EHB, ELE, ELH, ELK, END, EUT, FIZ, GEM, GEO, GID, ICM, INS, ISL, JDF, JEF, JEO, KIM, KMM, KMP, KOM, MAD, MAK, MAT, MET, MIM, MTO, MTR, MUT, MUZ, PEM, PET, SBP, SES, TEB, TEK, TEL, THO, UCK, UZB
20421|FIZ 102E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MED|Cuma |0830/1129 |--- |450|450|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, FIZM, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAKM, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UCKM, UZB, UZBE, UZBM, YZVE
20425|FIZ 102E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MED|Cuma |0830/1129 |A16 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, FIZM, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAKM, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UCKM, UZB, UZBE, UZBM, YZVE
20426|FIZ 102E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MED|Cuma |0830/1129 |A33 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, FIZM, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAKM, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UCKM, UZB, UZBE, UZBM, YZVE
20431|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |0930/1129 |--- |220|220|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20433|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |0930/1129 |L2F1 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20434|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |0930/1129 |L2F5 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20435|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |0930/1129 |L2F2 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20437|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |0930/1129 |L2F3 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20441|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |1130/1329 |--- |220|220|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20443|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |1130/1329 |L2F1 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20444|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |1130/1329 |L2F5 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20446|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |1130/1329 |L2F4 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20447|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |1130/1329 |L2F2 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20448|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |1330/1529 |--- |220|220|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20449|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |1330/1529 |L2F1 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20450|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |1330/1529 |L2F2 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20451|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |1330/1529 |L2F3 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20452|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |1330/1529 |L2F5 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20453|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |1530/1729 |--- |220|220|BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, EEE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20454|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |1530/1729 |L2F1 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20455|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |1530/1729 |L2F4 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20456|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |1530/1729 |L2F2 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20457|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Pazartesi |1530/1729 |L2F5 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20458|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Salı |0930/1129 |--- |220|220|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20459|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Salı |0930/1129 |L2F2 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20460|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Salı |0930/1129 |L2F3 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20461|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Salı |0930/1129 |L2F1 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20462|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Salı |0930/1129 |L2F5 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20463|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Salı |1130/1329 |--- |220|220|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20467|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Salı |1130/1329 |L2F1 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20469|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Salı |1130/1329 |L2F5 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20471|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Salı |1130/1329 |L2F4 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20472|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Salı |1130/1329 |L2F3 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20475|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Salı |1330/1529 |--- |220|219|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20476|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Salı |1330/1529 |L2F5 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20477|ING 103N|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Perşembe |0830/1129 |---- |25|25|ARC, BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, ECNE, EEE, EFN, EHB, EHBE, EHN, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMIE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MMD, MTO, MTOE, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SEH, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
20478|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Salı |1330/1529 |L2F1 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
20480|FIZ 102EL||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|FEB|Salı |1330/1529 |L2F3 |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, EHB, EHBE, ELK, ELKE, END, ENDE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MTO, MTOE, PET, PETE, TEK, TEKE, UCK, UCKE, UZB, UZBE, YZVE
